Carpeta 0,[1235.5128153105825],[0.012291550880852181],0.0005883159999999776
Carpeta 1,[462.50105451754695],[0.004173542421901964],0.0003901129999999142
Carpeta 2,[1455.4771862881587],[0.01221918420376727],0.0005190390000002765
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[899.7573714273154],[0.00915314259828321],0.0005237600000000953
Carpeta 1,[3021.621730816904],[0.02597640313400623],0.0004566459999999495
Carpeta 2,[1465.992667680168],[0.012323945342984486],0.00047467699999970137
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[933.8949139338816],[0.009077882562182636],0.000574827000000333
Carpeta 1,[606.1633666533592],[0.005465978989303595],0.0004218030000000539
Carpeta 2,[1465.6733117601393],[0.012306342461108892],0.0004763820000004415
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[802.1088266250056],[0.007822822523502512],0.0005631070000005067
Carpeta 1,[663.8462009124119],[0.006530135929959007],0.00036486099999955
Carpeta 2,[1479.645326678325],[0.012451714755675934],0.0004946139999999488
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[945.6390541514075],[0.009193176718902326],0.0005220000000001335
Carpeta 1,[995.1737312994455],[0.00848520721342012],0.00046054799999950546
Carpeta 2,[934.1470347341096],[0.00789014622036385],0.00043845300000011633
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[1185.8446735273442],[0.01169749620597691],0.0005710990000000749
Carpeta 1,[705.7100378238845],[0.006915096142758178],0.00037028599999988643
Carpeta 2,[1501.478986072842],[0.012650988712808394],0.0005308639999999087
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[589.2512357474085],[0.005796200889433079],0.000542525999999377
Carpeta 1,[2017.3695331367796],[0.01719081669045163],0.0004909480000003796
Carpeta 2,[1366.8743366905721],[0.011503642632436065],0.000476918999999576
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[2002.7066420308283],[0.019142705230434143],0.0006287829999997996
Carpeta 1,[1187.8786842677223],[0.010035906812813656],0.00044184700000027277
Carpeta 2,[1492.8929828372673],[0.012546124603082812],0.0004937629999997029
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[806.813582452867],[0.008085439322030598],0.0005677049999999184
Carpeta 1,[1697.48574401141],[0.015168985985177533],0.00042159000000019375
Carpeta 2,[1508.7993858059608],[0.012667650079359632],0.0005219229999999797
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[1275.6107683845078],[0.012863749007403374],0.0005616180000007631
Carpeta 1,[465.909665520269],[0.00467339666725386],0.0003515319999998212
Carpeta 2,[1489.34019291292],[0.01253956018798473],0.0005200550000008519
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[802.5942880830288],[0.008017981354377016],0.0009610219999984793
Carpeta 1,[841.6415220237651],[0.007574400463101404],0.0006029349999998601
Carpeta 2,[1474.6312144214962],[0.01238347246505026],0.000714438999999345
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[2080.8666331487293],[0.02016124861519543],0.0006322780000012074
Carpeta 1,[621.1965671003943],[0.005614370393540494],0.00039163499999972373
Carpeta 2,[1460.6228379297277],[0.012262353760130474],0.000494104000001272
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[1098.8040161060233],[0.011039008573356289],0.0005086499999986671
Carpeta 1,[1988.4581619343508],[0.017697607564426874],0.00043680899999998246
Carpeta 2,[1516.9821524778406],[0.012736344903280414],0.0004971900000008134
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[788.51443869176],[0.007692897810993078],0.0005453640000006033
Carpeta 1,[1481.0768768878368],[0.012539747110722324],0.00040962899999996694
Carpeta 2,[1414.3068753898822],[0.011895522965621403],0.0004613459999998071
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[138.0122422699199],[0.0013765342567366374],0.0005096699999995735
Carpeta 1,[2275.849758920669],[0.02093235454662717],0.0004243820000002785
Carpeta 2,[1419.3258397770487],[0.011919072213977597],0.0005308820000013981
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[493.69288555208294],[0.004849930686084751],0.0005189409999992733
Carpeta 1,[1953.2534097821929],[0.01663837617258202],0.0004686269999982784
Carpeta 2,[1366.6813697220514],[0.011502147861736789],0.0004371939999998631
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[2149.446268542626],[0.02091443733651158],0.0006275020000003906
Carpeta 1,[630.7198984545416],[0.005760177667701274],0.00036552999999983626
Carpeta 2,[1437.2197232012936],[0.01207480262838385],0.0005078599999990274
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[1358.8845444420115],[0.013212484505088775],0.0005227459999996853
Carpeta 1,[1291.4534607709572],[0.011707796853493446],0.00040925899999955107
Carpeta 2,[1419.9296263412007],[0.0119222490477443],0.0005162950000006106
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[999.2749200495415],[0.009688782934714028],0.0005648590000006948
Carpeta 1,[707.5778245138941],[0.00637056234226957],0.0004222889999994095
Carpeta 2,[1475.1992621017007],[0.012388225711824527],0.0004807699999993531
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[728.4533707273687],[0.00741931108298807],0.0005290850000001512
Carpeta 1,[1242.0692968446233],[0.012380235230199219],0.0003741440000002427
Carpeta 2,[1496.3780581537765],[0.012600754634916193],0.0005421020000007104
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[2052.8521268020586],[0.01986947537706195],0.0006347990000001857
Carpeta 1,[915.3242064284976],[0.007749602346073484],0.0004457010000002981
Carpeta 2,[1340.2381869858523],[0.011284978374454217],0.0004409560000002699
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[983.6134885574824],[0.009528740577264038],0.0005548129999990437
Carpeta 1,[535.7845632352845],[0.005259116546779937],0.00032112700000119787
Carpeta 2,[1494.180991528757],[0.012591080312791391],0.0005197530000007333
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[824.869610393235],[0.0082893269637164],0.0005915769999997877
Carpeta 1,[633.7620910207935],[0.006349387213194783],0.0003423319999988905
Carpeta 2,[1487.3900979433279],[0.012522458236507286],0.0005561069999995283
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[2050.5442030749673],[0.019813207812646318],0.0006270750000005876
Carpeta 1,[890.383122971915],[0.007558812437678355],0.0004363930000010896
Carpeta 2,[1293.8323543040103],[0.010898740553570676],0.00043160900000138724
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[834.8983228165315],[0.008383651976510732],0.0005580219999998803
Carpeta 1,[3099.1438662992864],[0.02665709864634067],0.0004447209999991486
Carpeta 2,[1458.5929445396107],[0.012262689967954637],0.00047845899999998664
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[1533.1110356726444],[0.015128053956744844],0.0005913969999991053
Carpeta 1,[1355.3404045795608],[0.012252641661934759],0.0003670280000012127
Carpeta 2,[1420.187606221761],[0.011924187820358556],0.0004349409999999665
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[2128.0935433412346],[0.020680765242826516],0.000612940999999978
Carpeta 1,[1144.2881925993631],[0.009757463395105892],0.0005352050000002606
Carpeta 2,[905.8860153676221],[0.007653226149208018],0.00043367200000155037
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[859.0176471026563],[0.00855355814264609],0.0005692059999997667
Carpeta 1,[1312.3439404153216],[0.01241810247287781],0.00036876500000104784
Carpeta 2,[1473.2587027733268],[0.01238582787739201],0.0005020260000012655
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[730.6169341775712],[0.007109127767704418],0.0005761559999992727
Carpeta 1,[404.709281417267],[0.004052318555907533],0.0003520029999997121
Carpeta 2,[1486.7840100800163],[0.012516731505936128],0.000507311999999871
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[1632.9657188894664],[0.01615194511656483],0.0005980920000006051
Carpeta 1,[848.983115687297],[0.007161644157412633],0.0004214349999998035
Carpeta 2,[1370.1653127572665],[0.011530110584835357],0.0004552810000006957
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[1433.3610098362083],[0.01398093357086327],0.000554344999999401
Carpeta 1,[1407.1412927856315],[0.013851172934154572],0.0003848980000000779
Carpeta 2,[1479.2888920966725],[0.012447031930381186],0.0005902899999998823
Carpeta,Mae,Wape,Tiempo_Media
Carpeta 0,[963.1616554052295],[0.00961466154334286],0.000580912000000211
Carpeta 1,[1068.70608464597],[0.009026176790370558],0.00044008299999909184
Carpeta 2,[1366.8354900743354],[0.011503909308528924],0.0004370809999993952
Total Media,1226.9650883142938,0.011023873235588984,0.0004968012999999841
